attraction,url,summary,image
Albuquerque Sunrise Balloon Rides,https://en.wikipedia.org/wiki/Albuquerque_International_Balloon_Fiesta,"The Albuquerque International Balloon Fiesta is a yearly hot air balloon festival that takes place in Albuquerque, New Mexico, during early October. The Balloon Fiesta is a nine-day event from October 6th to October 14th, and has over 500 hot air balloons each year. The event is the largest balloon festival in the world.",https://upload.wikimedia.org/wikipedia/commons/0/00/AIBF%2C_The_Approach%2C_2007.jpg
Empire State Building,https://en.wikipedia.org/wiki/Empire_State_Building,"The Empire State Building is a 102-story Art Deco skyscraper in Midtown Manhattan, New York City. Designed by Shreve, Lamb & Harmon and completed in 1931, the building has a roof height of 1,250 feet (380 m) and stands a total of 1,454 feet (443.2 m) tall, including its antenna. Its name is derived from ""Empire State"", the nickname of New York. As of 2017 the building is the 5th-tallest completed skyscraper in the United States and the 28th-tallest in the world. It is also the 6th-tallest freestanding structure in the Americas.
The site of the Empire State Building, located on the west side of Fifth Avenue between West 33rd and 34th Streets, was originally part of an early 18th century farm. In the late 1820s, it came into the possession of the prominent Astor family, with John Jacob Astor's descendants building the Waldorf–Astoria Hotel on the site in the 1890s. By the 1920s, the family had sold the outdated hotel and the site indirectly ended up under the ownership of Empire State Inc., a business venture that included businessman John J. Raskob and former New York governor Al Smith. The original design of the Empire State Building was for a 50-story office building. However, after fifteen revisions, the final design was for a 86-story 1,250-foot building, with an airship mast on top. This ensured it would be the world's tallest building, beating the Chrysler Building and 40 Wall Street, two other Manhattan skyscrapers under construction at the time that were also vying for that distinction.
Demolition of the Waldorf–Astoria began in October 1929, and the foundation of the Empire State Building was excavated before demolition was even complete. Construction on the building itself started on March 17, 1930, with an average construction rate of one floor per day. A well-coordinated schedule meant that the 86 stories were topped out on September 19, six months after construction started, and the mast was completed by November 21. From that point, interior work proceeded at a quick pace, and it was opened on May 1, 1931, thirteen and a half months after the first steel beam was erected. Despite the publicity surrounding the building's construction, its owners failed to make a profit until the early 1950s. However, it has been a popular tourist attraction since opening, with around 4 million visitors to the building's 86th and 102nd floor observatories every year.
The Empire State Building stood as the world's tallest building for nearly 40 years until the completion of the World Trade Center's North Tower in Lower Manhattan in late 1970. Following the September 11 attacks in 2001, it was again the tallest building in New York until the new One World Trade Center was completed in April 2012.
The Empire State Building is an American cultural icon and has been featured in more than 250 TV shows and movies since the film King Kong was released in 1933. A symbol of New York City, the tower has been named as one of the Seven Wonders of the Modern World by the American Society of Civil Engineers. The Empire State Building and its ground-floor interior have been designated as a city landmark by the New York City Landmarks Preservation Commission, and were confirmed as such by the New York City Board of Estimate. It was also designated a National Historic Landmark in 1986, and was ranked number one on the American Institute of Architects' List of America's Favorite Architecture in 2007.",https://upload.wikimedia.org/wikipedia/commons/7/7a/A_night_view_from_the_observatory.jpg
Theodore Roosevelt National Park,https://en.wikipedia.org/wiki/Theodore_Roosevelt_National_Park,"Theodore Roosevelt National Park is an American national park comprising three geographically separated areas of badlands in western North Dakota. The park was named for U.S. President Theodore Roosevelt. The park covers 70,446 acres (110.072 sq mi; 28,508 ha; 285.08 km2) of land in three sections: the North Unit, the South Unit, and the Elkhorn Ranch Unit.
The park's larger South Unit lies alongside Interstate 94 near Medora, North Dakota. The smaller North Unit is situated about 80 mi (130 km) north of the South Unit, on U.S. Highway 85, just south of Watford City, North Dakota. Roosevelt's Elkhorn Ranch is located between the North and South units, approximately 20 mi (32 km) west of US 85 and Fairfield, North Dakota. The Little Missouri River flows through all three units of the park. The Maah Daah Hey Trail connects all three units.
The park received 708,003 recreational visitors in 2017. It is the only American national park named directly after a single person.",https://upload.wikimedia.org/wikipedia/commons/4/45/A030%2C_Theodore_Roosevelt_National_Park%2C_North_Dakota%2C_USA%2C_2001.jpg
The Cincinnati Zoo,https://en.wikipedia.org/wiki/Cincinnati_Zoo_and_Botanical_Garden,"The Cincinnati Zoo and Botanical Garden is the second-oldest zoo in the United States. It is located in Cincinnati, Ohio, and opened in 1875, just 14 months after the Philadelphia Zoo opened on July 1, 1874. The Reptile House is the oldest zoo building in the United States, dating from 1875.
The Cincinnati Zoo is located in the Avondale neighborhood of Cincinnati. It was founded on 65.4 acres (26.5 ha) in the middle of the city, and since then it has acquired some of the surrounding blocks and several reserves in Cincinnati's outer suburbs. The zoo conducts breeding programs, and was the first to successfully breed California sea lions. The zoo also has other breeding programs including South African cheetahs, Sumatran rhinoceros, Malayan tigers, western lowland gorillas, pottos, and Masai giraffes. The Cincinnati Zoo was the home of Martha, the last living passenger pigeon, which died there in 1914. It was also home to the last living Carolina parakeet in 1918.
The zoo is an accredited member of the Association of Zoos and Aquariums (AZA), and a member of the World Association of Zoos and Aquariums (WAZA).
A 2014 ranking of the nations's best zoos by USA Today based on data provided by the Association of Zoos and Aquariums lists the Cincinnati Zoo among the best in the country.",https://upload.wikimedia.org/wikipedia/commons/6/6a/Cheetah_Run.jpg
Multnomah Falls,https://en.wikipedia.org/wiki/Multnomah_Falls,"Multnomah Falls is a waterfall located in the Columbia River Gorge, east of Troutdale, between Corbett and Dodson, Oregon, United States. The waterfall is accessible from the Historic Columbia River Highway and Interstate 84. Spanning two tiers on basalt cliffs, it is the tallest waterfall in the state of Oregon at 620 ft (189 m) in height.
The land surrounding the falls was developed by Simon Benson in the early-twentieth century, with a pathway, viewing bridge, and adjacent lodge being constructed in 1915. The Multnomah Falls Lodge and the surrounding footpaths at the falls were added to the National Register of Historic Places in 1981. Contemporarily, the state of Oregon maintains a switchback trail that ascends to a talus slope 100 feet (30 m) above the falls, and descends to an observation deck that overlooks the falls' edge. The falls attract over two million visitors each year, making it the most-visited natural recreation site in the U.S. Pacific Northwest.",https://upload.wikimedia.org/wikipedia/commons/7/79/Multnomah_Creek_-_Oregon.jpg
Columbia River Gorge Waterfalls,https://en.wikipedia.org/wiki/Columbia_River_Gorge,"The Columbia River Gorge is a canyon of the Columbia River in the Pacific Northwest of the United States. Up to 4,000 feet (1,200 m) deep, the canyon stretches for over 80 miles (130 km) as the river winds westward through the Cascade Range forming the boundary between the State of Washington to the north and Oregon to the south. Extending roughly from the confluence of the Columbia with the Deschutes River (and the towns of Roosevelt, Washington, and Arlington, Oregon) in the east down to the eastern reaches of the Portland metropolitan area, the water gap furnishes the only navigable route through the Cascades and the only water connection between the Columbia River Plateau and the Pacific Ocean. It is thus the route of Washington State Route 14, Interstate 84, U.S. Route 30, and a railroad.
The gorge holds federally protected status as a National Scenic Area called the Columbia Gorge National Scenic Area and is managed by the Columbia River Gorge Commission and the US Forest Service. The gorge is a popular recreational destination.",https://upload.wikimedia.org/wikipedia/commons/2/26/ColumbiaGorge.JPG
Newport Gilded Age Mansions,https://en.wikipedia.org/wiki/List_of_Gilded_Age_mansions,"The so-called Gilded Age mansions were built in the United States by some of the richest people in the country during in the period between 1870 and the 1920s.
Raised by the nation's industrial, financial and commercial elite who amassed great fortunes coinciding with an era of expansion of the railroads, steel and fossil fuels industries, economic, technical and scientific progress, and a complete lack of personal income tax. This made possible the very rich to build true ""palaces"" in some cases, designed by prominent architects of its day and decorated with antiquities, furnitures, collectibles and works of art, many imported from Europe.

This small group of nouveau riche, entrepreneur citizens of a relatively young country found context and meaning for their lives and good fortune by thinking of themselves as heirs of a great Western Tradition. They traced their cultural lineage from the Greeks, through the Roman Empire, to the European Renaissance. America's upper classes and merchant classes traveled the world visiting the great European cities and the ancient sites of the Mediterranean, as part of a Grand Tour, collecting and honoring their western cultural heritage. In their travels abroad they also admired the estates of the European nobility and seeing themselves as the American ""nobility"", they wished to emulate the old world dwellings in American soil.
All these houses are ""temples"" of social ritual of 19th-century high society, they are the result of the particularization of space, in that a sequence of rooms are separated and intended for a specific sort of activity, such as dining room for gala dinners, ballroom, library, etc.
These elaborate bastions of wealth and power played a social role, made for impressing, entertaining and receiving guests. Relatively few in number and geographically dispersed, the majority were constructed in a variety of European architectural and decorative styles from different times and countries, such as France, England or Italy.
In cinema, the Gilded Age society and mansions are accurately portrayed in Martin Scorsese's The Age of Innocence (1993), which was itself based on Edith Wharton's 1920 novel of the same name.

",https://upload.wikimedia.org/wikipedia/commons/0/0c/Biltmore_Estate.jpg
Mount Rushmore,https://en.wikipedia.org/wiki/Mount_Rushmore,"Mount Rushmore National Memorial is a sculpture carved into the granite face of Mount Rushmore, a batholith in the Black Hills in Keystone, South Dakota, United States. Sculptor Gutzon Borglum created the sculpture's design and oversaw the project's execution from 1927 to 1941 with the help of his son, Lincoln Borglum. Mount Rushmore features 60-foot (18 m) sculptures of the heads of four United States presidents: George Washington (1732–1799), Thomas Jefferson (1743–1826), Theodore Roosevelt (1858–1919), and Abraham Lincoln (1809–1865). The memorial park covers 1,278.45 acres (2.00 sq mi; 5.17 km2) and is 5,725 feet (1,745 m) above sea level.
South Dakota historian Doane Robinson is credited with conceiving the idea of carving the likenesses of famous people into the Black Hills region of South Dakota in order to promote tourism in the region. Robinson's initial idea was to sculpt the Needles; however, Gutzon Borglum rejected the Needles because of the poor quality of the granite and strong opposition from Native American groups. They settled on Mount Rushmore, which also has the advantage of facing southeast for maximum sun exposure. Robinson wanted it to feature American West heroes like Lewis and Clark, Red Cloud, and Buffalo Bill Cody, but Borglum decided the sculpture should have broader appeal and chose the four presidents.
After securing federal funding through the enthusiastic sponsorship of ""Mount Rushmore's great political patron"" U.S. Senator Peter Norbeck, construction on the memorial began in 1927, and the presidents' faces were completed between 1934 and 1939. Upon Gutzon Borglum's death in March 1941, his son Lincoln Borglum took over as leader of the construction project. Each president was originally to be depicted from head to waist. Lack of funding forced construction to end on October 31, 1941.
Mount Rushmore has become an iconic symbol of the United States, and it has appeared in works of fiction, as well as being discussed or depicted in other popular works. It attracts over two million visitors annually.",https://upload.wikimedia.org/wikipedia/commons/5/58/Aerial_view_of_Mount_Rushmore_National_Memorial_by_Volkan_Yuksel_DSC04244.JPG
Crazy Horse,https://en.wikipedia.org/wiki/Crazy_Horse,"Crazy Horse (Lakota: Tȟašúŋke Witkó in Standard Lakota Orthography, IPA: /tχa'ʃʊ̃kɛ wit'kɔ/, lit. 'His-Horse-Is-Crazy'; c. 1840 – September 5, 1877) was a Native American war leader of the Oglala Lakota in the 19th century. He took up arms against the United States federal government to fight against encroachment by white American settlers on Indian territory and to preserve the traditional way of life of the Lakota people. His participation in several famous battles of the American Indian Wars on the northern Great Plains, among them the Fetterman massacre in 1866, in which he acted as a decoy, and the Battle of the Little Bighorn in 1876, in which he led a war party to victory, earned him great respect from both his enemies and his own people.
In September 1877, four months after surrendering to U.S. troops under General George Crook, Crazy Horse was fatally wounded by a bayonet-wielding military guard, while allegedly resisting imprisonment at Camp Robinson in present-day Nebraska. He ranks among the most notable and iconic of Native American warriors and was honored by the U.S. Postal Service in 1982 with a 13¢ Great Americans series postage stamp.",https://upload.wikimedia.org/wikipedia/commons/b/b1/Crazy_Horse_1877.jpg
Monument Valley Safari,https://en.wikipedia.org/wiki/List_of_Unity_games,This is a list of notable games using a version of the Unity engine. The main article on the Unity engine gives further details on the engine itself and its versions.,https://upload.wikimedia.org/wikipedia/en/e/e0/WPVG_icon_2016.svg
Burlington Brewery Tour,https://en.wikipedia.org/wiki/List_of_Unity_games,This is a list of notable games using a version of the Unity engine. The main article on the Unity engine gives further details on the engine itself and its versions.,https://upload.wikimedia.org/wikipedia/en/e/e0/WPVG_icon_2016.svg
Colonial Williamsburg,https://en.wikipedia.org/wiki/Colonial_Williamsburg,"Colonial Williamsburg is a living-history museum and private foundation presenting part of an historic district in the city of Williamsburg, Virginia, United States. Colonial Williamsburg's 301-acre (122 ha) Historic Area includes buildings from the 18th century (during part of which the city was the capital of Colonial Virginia), as well as 17th-century, 19th-century, and Colonial Revival structures, as well as more recent reconstructions. The Historic Area is an interpretation of a colonial American city, with exhibits of dozens of restored or re-created buildings related to its colonial and American Revolutionary War history. Colonial Williamsburg's Historic Area's combination of restoration and re-creation of parts of the colonial town's three main thoroughfares and their connecting side streets attempts to suggest the atmosphere and the circumstances of 18th-century Americans. Colonial Williamsburg's motto has been: ""That the future may learn from the past"".
In the late 1920s, the restoration and re-creation of colonial Williamsburg was championed by the Reverend Dr. W. A. R. Goodwin, other community leaders, such organizations as the Association for the Preservation of Virginia Antiquities (now called Preservation Virginia), the Colonial Dames, the Daughters of the Confederacy, and the Chamber of Commerce, as well as the scion of the Rockefeller family, John D. Rockefeller, Jr., and his wife, Abby Aldrich Rockefeller, to celebrate rebel patriots and the early history of the United States.
One of the largest history projects in the nation and a tourist attraction, it is part of the Historic Triangle of Virginia, which includes Jamestown and Yorktown, linked by the Colonial Parkway. The site was once used for conferences by world leaders and heads of state, including U.S. presidents. It was designated a National Historic Landmark District in 1960.
Costumed employees work and dress as people did in the era, sometimes using colonial grammar and diction (although not colonial accents). Prominent buildings include the Raleigh Tavern, the Capitol, the Governor's Palace (all reconstructed), as well as the Courthouse, the George Wythe House, the Peyton Randolph House, the Magazine, and independently owned and functioning Bruton Parish Church (all originals). Colonial Williamsburg's portion of the Historic Area begins east of the College of William & Mary's College Yard.",https://upload.wikimedia.org/wikipedia/commons/6/6e/Bodleian_Plate.jpg
Space Needle,https://en.wikipedia.org/wiki/Space_Needle,"The Space Needle is an observation tower in Seattle, Washington, a landmark of the Pacific Northwest, and an icon of Seattle. It was built in the Seattle Center for the 1962 World's Fair, which drew over 2.3 million visitors, when nearly 20,000 people a day used its elevators.
Once the tallest structure west of the Mississippi River, it is 605 ft (184 m) high, 138 ft (42 m) wide, and weighs 9,550 short tons (8,660 tonnes). It is built to withstand winds of up to 200 miles per hour (89 m/s; 320 km/h) and earthquakes of up to 9.1 magnitude, as strong as the 1700 Cascadia earthquake. It also has 25 lightning rods.
The Space Needle has an observation deck at 520 ft (160 m) and the rotating SkyCity restaurant at 500 ft (150 m). The downtown Seattle skyline, as well as the Olympic and Cascade Mountains, Mount Rainier, Mount Baker, Elliott Bay and surrounding islands can be viewed from the top of the Needle. Photographs of the Seattle skyline often show the Space Needle prominently, above skyscrapers and Mount Rainier.
Visitors can reach the top of the Space Needle by elevators that travel at 10 miles per hour (4.5 m/s; 16 km/h). The trip takes 41 seconds. On windy days, the elevators slow to 5 miles per hour (2.2 m/s; 8.0 km/h). On April 19, 1999, the city's Landmarks Preservation Board designated it a historic landmark.
In September 2017, the restaurant was temporarily closed as part of a US$100 million renovation, currently scheduled for completion in June 2018. The renovation includes the installation of a new rotation motor and see-through glass floors in the restaurant, as well as the replacement of the observation deck's wire enclosure with glass panels. The observation deck will remain open for the duration of the project.",https://upload.wikimedia.org/wikipedia/commons/f/fa/Aerial_Downtown_Seattle_November_2011.jpg
Chihuly Garden and Glass,https://en.wikipedia.org/wiki/Chihuly_Garden_and_Glass,"Chihuly Garden and Glass is an exhibit in the Seattle Center showcasing the studio glass of Dale Chihuly. The exhibit opened in 2012.

The exhibit opened May 21, 2012 at the Seattle Center at the former site of the Fun Forest. The project includes three primary components: the Garden, the Glasshouse, and the Interior Exhibits, with significant secondary spaces including a 90-seat café with additional outdoor dining, a 50-seat multi-use theater and lecture space, retail and lobby spaces, and extensive public site enhancements beyond the Garden. The installation inside of the Glasshouse is an expansive 100-foot long sculpture and is one of Chihuly’s largest suspended sculptures. The facility was designed with the help of Owen Richards, an architect and was awarded LEED silver certification from the USGBC.",https://upload.wikimedia.org/wikipedia/commons/c/ce/Chihuly_Entrance.jpg
Greenbrier Beginner Falconry Experience,https://en.wikipedia.org/wiki/Chihuly_Garden_and_Glass,"Chihuly Garden and Glass is an exhibit in the Seattle Center showcasing the studio glass of Dale Chihuly. The exhibit opened in 2012.

The exhibit opened May 21, 2012 at the Seattle Center at the former site of the Fun Forest. The project includes three primary components: the Garden, the Glasshouse, and the Interior Exhibits, with significant secondary spaces including a 90-seat café with additional outdoor dining, a 50-seat multi-use theater and lecture space, retail and lobby spaces, and extensive public site enhancements beyond the Garden. The installation inside of the Glasshouse is an expansive 100-foot long sculpture and is one of Chihuly’s largest suspended sculptures. The facility was designed with the help of Owen Richards, an architect and was awarded LEED silver certification from the USGBC.",https://upload.wikimedia.org/wikipedia/commons/c/ce/Chihuly_Entrance.jpg
Grand Teton WIldlife Safari,https://en.wikipedia.org/wiki/Teton_Science_Schools,"Teton Science Schools (TSS) is an educational organization located in northwest Wyoming and Idaho. TSS runs programs in field education, classroom education, and educator development. Founded in 1967, TSS began through teaching about the natural world and the Greater Yellowstone Ecosystem together through the study of nature and place-based education. Teton Science Schools serves students from across Wyoming, the Intermountain West, the nation and around the world.
Teton Science Schools operate place-based programs for students, adults and families, wildlife expeditions, field science education programs, a graduate program in place-based field science education, education learning programs for teachers, and two independent schools.
In 2015, the organization integrated the Murie Center, a nonprofit conservation organization located on the Murie Ranch in Moose, Wyoming.",https://upload.wikimedia.org/wikipedia/commons/2/2e/Murie_Residence.jpg
Yosemite National Park,https://en.wikipedia.org/wiki/Yosemite_National_Park,"Yosemite National Park ( yoh-SEM-i-tee) is a United States national park lying in the western Sierra Nevada of California. The park, which is managed by the U.S. National Park Service, covers an area of 747,956 acres (1,168.681 sq mi; 302,687 ha; 3,026.87 km2). Designated a World Heritage Site in 1984, Yosemite is internationally recognized for its granite cliffs, waterfalls, clear streams, giant sequoia groves, lakes, mountains, meadows, glaciers, and biological diversity. Almost 95% of the park is designated wilderness.
On average, about 4 million people visit Yosemite each year, and most spend the majority of their time in the 5.9 square miles (15 km2) of Yosemite Valley. The park set a visitation record in 2016, surpassing 5 million visitors for the first time in its history.
Yosemite was central to the development of the national park idea. First, Galen Clark and others lobbied to protect Yosemite Valley from development, ultimately leading to President Abraham Lincoln's signing the Yosemite Grant in 1864. Later, John Muir led a successful movement to establish a larger national park encompassing not just the valley, but surrounding mountains and forests as well—paving the way for the U.S. National Park system.
Yosemite is one of the largest and least fragmented habitat blocks in the Sierra Nevada, and the park supports a diversity of plants and animals. The park has an elevation range from 2,127 to 13,114 feet (648 to 3,997 m) and contains five major vegetation zones: chaparral and oak woodland, lower montane forest, upper montane forest, subalpine zone, and alpine. Of California's 7,000 plant species, about 50% occur in the Sierra Nevada and more than 20% within Yosemite. There is suitable habitat for more than 160 rare plants in the park, with rare local geologic formations and unique soils characterizing the restricted ranges many of these plants occupy.
The geology of the Yosemite area is characterized by granitic rocks and remnants of older rock. About 10 million years ago, the Sierra Nevada was uplifted and then tilted to form its relatively gentle western slopes and the more dramatic eastern slopes. The uplift increased the steepness of stream and river beds, resulting in formation of deep, narrow canyons. About one million years ago, snow and ice accumulated, forming glaciers at the higher alpine meadows that moved down the river valleys. Ice thickness in Yosemite Valley may have reached 4,000 feet (1,200 m) during the early glacial episode. The downslope movement of the ice masses cut and sculpted the U-shaped valley that attracts so many visitors to its scenic vistas today.
The name ""Yosemite"" (meaning ""killer"" in Miwok) originally referred to the name of a renegade tribe which was driven out of the area (and possibly annihilated) by the Mariposa Battalion. Before then the area was called ""Ahwahnee"" (""big mouth"") by indigenous people.",https://upload.wikimedia.org/wikipedia/commons/c/c6/30._The_dead_giant.jpg
Yellowstone National Park,https://en.wikipedia.org/wiki/Yellowstone_National_Park,"Yellowstone National Park is a national park located in the U.S. states of Wyoming, Montana, and Idaho. It was established by the U.S. Congress and signed into law by President Ulysses S. Grant on March 1, 1872. Yellowstone was the first national park in the U.S. and is also widely held to be the first national park in the world. The park is known for its wildlife and its many geothermal features, especially Old Faithful geyser, one of its most popular features. It has many types of ecosystems, but the subalpine forest is the most abundant. It is part of the South Central Rockies forests ecoregion.
Native Americans have lived in the Yellowstone region for at least 11,000 years. Aside from visits by mountain men during the early-to-mid-19th century, organized exploration did not begin until the late 1860s. Management and control of the park originally fell under the jurisdiction of the Secretary of the Interior, the first being Columbus Delano. However, the U.S. Army was subsequently commissioned to oversee management of Yellowstone for a 30-year period between 1886 and 1916. In 1917, administration of the park was transferred to the National Park Service, which had been created the previous year. Hundreds of structures have been built and are protected for their architectural and historical significance, and researchers have examined more than a thousand archaeological sites.
Yellowstone National Park spans an area of 3,468.4 square miles (8,983 km2), comprising lakes, canyons, rivers and mountain ranges. Yellowstone Lake is one of the largest high-elevation lakes in North America and is centered over the Yellowstone Caldera, the largest supervolcano on the continent. The caldera is considered an active volcano. It has erupted with tremendous force several times in the last two million years. Half of the world's geothermal features are in Yellowstone, fueled by this ongoing volcanism. Lava flows and rocks from volcanic eruptions cover most of the land area of Yellowstone. The park is the centerpiece of the Greater Yellowstone Ecosystem, the largest remaining nearly-intact ecosystem in the Earth's northern temperate zone. In 1978, Yellowstone was named a UNESCO World Heritage Site.
Hundreds of species of mammals, birds, fish, and reptiles have been documented, including several that are either endangered or threatened. The vast forests and grasslands also include unique species of plants. Yellowstone Park is the largest and most famous megafauna location in the contiguous United States. Grizzly bears, wolves, and free-ranging herds of bison and elk live in this park. The Yellowstone Park bison herd is the oldest and largest public bison herd in the United States. Forest fires occur in the park each year; in the large forest fires of 1988, nearly one third of the park was burnt. Yellowstone has numerous recreational opportunities, including hiking, camping, boating, fishing and sightseeing. Paved roads provide close access to the major geothermal areas as well as some of the lakes and waterfalls. During the winter, visitors often access the park by way of guided tours that use either snow coaches or snowmobiles.",https://upload.wikimedia.org/wikipedia/commons/e/e5/Abronia_ammophila.jpg
Rockefeller Center,https://en.wikipedia.org/wiki/Rockefeller_Center,"Rockefeller Center is a large complex consisting of 19 commercial buildings covering 22 acres (89,000 m2) between 48th and 51st Streets, facing Fifth Avenue, in New York City. Commissioned by the Rockefeller family, it is located in the center of Midtown Manhattan. The 14 original Art Deco buildings span the area between Fifth and Sixth Avenues, split by a large sunken square and a private street called Rockefeller Plaza. Five International Style buildings, built later, are located on the west side of Sixth Avenue and at the head of Rockefeller Plaza.
In 1928, the site's then-owner, Columbia University, leased the land to John D. Rockefeller Jr., who was the main person behind the complex's construction. Originally envisioned as the site for a new Metropolitan Opera building, the current Rockefeller Center came about after the Met could not afford to move to the proposed new building. Various plans were discussed before the current one was approved in 1932. Construction of Rockefeller Center started in 1931, and the first buildings opened in 1933. The core of the complex was completed by 1939.
Rockefeller Center has two parts: the original center and the later International-style buildings. The original center has several sections: Radio City, for RCA's radio-related enterprises such as the Music Hall and 30 Rockefeller Plaza; the International Complex, for foreign tenants; and the remainder of the original complex, which originally hosted printed media as well as Eastern Air Lines. While 600 Fifth Avenue is located at the southeast corner of the complex and contains architecture similar to the original complex, it was built by private interests in the 1950s and was only acquired by the center in 1963.
Described as one of the greatest projects of the Great Depression era, Rockefeller Center was declared a New York City landmark in 1985 and a National Historic Landmark in 1987. It is noted for the large quantities of art present on almost all of its Art Deco buildings, as well as its Radio City section and its ice-skating rink. The complex is also famous for its annual lighting of the Rockefeller Center Christmas Tree.",https://upload.wikimedia.org/wikipedia/commons/f/fc/30_Rockefeller.JPG
Universal City,https://en.wikipedia.org/wiki/Universal_Pictures,"Universal Pictures (also known as Universal Studios) is an American film studio owned by Comcast through the Universal Filmed Entertainment Group division of its wholly owned subsidiary NBCUniversal. Founded in 1912 by Carl Laemmle, Mark Dintenfass, Charles O. Baumann, Adam Kessel, Pat Powers, William Swanson, David Horsley, Robert H. Cochrane, and Jules Brulatour, it is the oldest surviving film studio in the United States, the world's fifth oldest after Gaumont, Pathé, Titanus, and Nordisk Film, and the oldest member of Hollywood's ""Big Six"" studios in terms of the overall film market. Its studios are located in Universal City, California, and its corporate offices are located in New York City.
Universal Pictures is a member of the Motion Picture Association of America (MPAA), and was one of the ""Little Three"" majors during Hollywood's golden age.",https://upload.wikimedia.org/wikipedia/commons/a/af/2004-04-04_-_10_-_Universal_Studios.jpg
Harvard University,https://en.wikipedia.org/wiki/Harvard_University,"Harvard University is a private Ivy League research university in Cambridge, Massachusetts. Established in 1636 and named for its first benefactor clergyman John Harvard, Harvard is the United States' oldest institution of higher learning, and its history, influence, and wealth have made it one of the world's most prestigious universities. The Harvard Corporation is its first chartered corporation. Although never formally affiliated with any denomination, the early College primarily trained Congregational and Unitarian clergy. Its curriculum and student body were gradually secularized during the 18th century, and by the 19th century, Harvard had emerged as the central cultural establishment among Boston elites. Following the American Civil War, President Charles W. Eliot's long tenure (1869–1909) transformed the college and affiliated professional schools into a modern research university; Harvard was a founding member of the Association of American Universities in 1900. A. Lawrence Lowell, who followed Eliot, further reformed the undergraduate curriculum and undertook aggressive expansion of Harvard's land holdings and physical plant. James Bryant Conant led the university through the Great Depression and World War II and began to reform the curriculum and liberalize admissions after the war. The undergraduate college became coeducational after its 1977 merger with Radcliffe College.
The university is organized into eleven separate academic units—ten faculties and the Radcliffe Institute for Advanced Study—with campuses throughout the Boston metropolitan area: its 209-acre (85 ha) main campus is centered on Harvard Yard in Cambridge, approximately 3 miles (5 km) northwest of Boston; the business school and athletics facilities, including Harvard Stadium, are located across the Charles River in the Allston neighborhood of Boston and the medical, dental, and public health schools are in the Longwood Medical Area. The endowment of Harvard's is worth $37.1 billion, making it the largest of any academic institution.
Harvard is a large, highly residential research university. The nominal cost of attendance is high, but the university's large endowment allows it to offer generous financial aid packages. The Harvard Library is the world's largest academic and private library system, comprising 79 individual libraries holding over 18 million items. Harvard's alumni include eight U.S. presidents, several foreign heads of state, 62 living billionaires, 359 Rhodes Scholars, and 242 Marshall Scholars. To date, some 157 Nobel laureates, 18 Fields Medalists, and 14 Turing Award winners have been affiliated as students, faculty, or staff. In addition, Harvard students and alumni have won 10 Academy Awards, 48 Pulitzer Prizes, and 108 Olympic medals (46 gold, 41 silver and 21 bronze). Harvard has been among the top universities worldwide on various league tables.",https://upload.wikimedia.org/wikipedia/commons/5/53/A_Westerly_View_of_the_Colledges_in_Cambridge_New_England_by_Paul_Revere.jpeg
The Great Lakes,https://en.wikipedia.org/wiki/Great_Lakes,"The Great Lakes (French: les Grands-Lacs), also called the Laurentian Great Lakes and the Great Lakes of North America, are a series of interconnected freshwater lakes located primarily in the upper mid-east region of North America, on the Canada–United States border, which connect to the Atlantic Ocean through the Saint Lawrence River. They consist of Lakes Superior, Michigan, Huron (or Michigan–Huron), Erie, and Ontario.
The Great Lakes are the largest group of freshwater lakes on Earth by total area, and second largest by total volume, containing 21% of the world's surface fresh water by volume. The total surface is 94,250 square miles (244,106 km2), and the total volume (measured at the low water datum) is 5,439 cubic miles (22,671 km3), slightly less than the volume of Lake Baikal (23,615 km³). Due to their sea-like characteristics (rolling waves, sustained winds, strong currents, great depths, and distant horizons) the five Great Lakes have also long been referred to as inland seas. Lake Superior is the second largest lake in the world by area, and Lake Michigan is the largest lake that is entirely within one country.
The Great Lakes began to form at the end of the last glacial period around 14,000 years ago, as retreating ice sheets exposed the basins they had carved into the land which then filled with meltwater. The lakes have been a major highway for transportation, migration, and trade, and they are home to a large number of aquatic species. Many invasive species have been introduced due to trade, and some threaten the region's biodiversity.
The surrounding region is called the Great Lakes region, which includes the Great Lakes Megalopolis.",https://upload.wikimedia.org/wikipedia/commons/4/49/2009-09-18_3060x2040_chicago_skyline.jpg
Hotel del Coronado,https://en.wikipedia.org/wiki/Hotel_del_Coronado,"Hotel del Coronado (also known as The Del and Hotel Del) is a historic beachfront hotel in the city of Coronado, just across the San Diego Bay from San Diego, California. It is one of the few surviving examples of an American architectural genre: the wooden Victorian beach resort. It is the second largest wooden structure in the United States (after the Tillamook Air Museum in Tillamook, Oregon) and was designated a National Historic Landmark in 1977 and a California Historical Landmark in 1970.
When it opened in 1888, it was the largest resort hotel in the world. It has hosted presidents, royalty, and celebrities through the years. The hotel has been featured in numerous movies and books.
The hotel received a Four Diamond rating from the American Automobile Association and was once listed by USA Today as one of the top ten resorts in the world.",https://upload.wikimedia.org/wikipedia/commons/d/d5/CoronadoEntranceSign.jpg
